Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
2/5/1973,,74,46,0,0,0
2/6/1973,,75,55,0,0,0
2/7/1973,,75,59,0,0,0
2/8/1973,,66,35,0.84,0,0
2/9/1973,,35,31,0.72,2,0
2/10/1973,,46,23,0,0,2
2/11/1973,,53,25,0,0,0
2/12/1973,,62,38,0,0,0
2/13/1973,,73,56,0.17,0,0
2/14/1973,,60,50,0,0,0
2/15/1973,,57,37,0,0,0
2/16/1973,,52,33,0,0,0
2/17/1973,,41,37,0,0,0
2/18/1973,,60,37,0,0,0
2/19/1973,,65,45,0,0,0
2/20/1973,,67,47,0,0,0
2/21/1973,,59,45,0,0,0
2/22/1973,,55,40,0.1,0,0
2/23/1973,,59,44,0.02,0,0
2/24/1973,,59,45,0.05,0,0
2/25/1973,,70,40,0,0,0
2/26/1973,,76,43,0,0,0
2/27/1973,,69,48,0,0,0
2/28/1973,,68,41,0,0,0
3/1/1973,,74,50,0,0,0
3/2/1973,,78,59,0.22,0,0
3/3/1973,,76,58,0.33,0,0
3/4/1973,,77,60,0.97,0,0
3/5/1973,,68,59,0.29,0,0
3/6/1973,,76,64,0.27,0,0
3/7/1973,,83,57,0,0,0
3/8/1973,,70,61,1.91,0,0
3/9/1973,,77,60,0.09,0,0
3/10/1973,,77,68,0.29,0,0
3/11/1973,,80,64,0.16,0,0
3/12/1973,,83,54,0,0,0
3/13/1973,,80,71,0,0,0
3/14/1973,,80,72,0,0,0
3/15/1973,,81,73,0,0,0
3/16/1973,,74,51,0.8,0,0
3/17/1973,,67,44,0,0,0
3/18/1973,,72,45,0,0,0
3/19/1973,,73,53,0.02,0,0
3/20/1973,,68,52,0.13,0,0
3/21/1973,,65,49,0,0,0
3/22/1973,,72,48,0,0,0
3/23/1973,,70,52,2.04,0,0
3/24/1973,,72,63,3.71,0,0
3/25/1973,,69,54,0,0,0
3/26/1973,,61,49,0,0,0
3/27/1973,,64,41,0,0,0
3/28/1973,,69,54,0.3,0,0
3/29/1973,,72,58,0,0,0
3/30/1973,,73,66,0.09,0,0
3/31/1973,,81,56,0,0,0
4/1/1973,,79,50,0,0,0
4/2/1973,,81,53,0.06,0,0
4/3/1973,,78,54,0,0,0
4/4/1973,,63,45,0,0,0
4/5/1973,,67,42,0,0,0
4/6/1973,,61,50,0.58,0,0
4/7/1973,,67,52,0.2,0,0
4/8/1973,,71,45,0.12,0,0
4/9/1973,,62,45,0.03,0,0
4/10/1973,,62,40,0,0,0
4/11/1973,,68,39,0,0,0
4/12/1973,,76,48,0,0,0
4/13/1973,,79,52,0,0,0
4/14/1973,,82,53,0,0,0
4/15/1973,,74,65,0.06,0,0
4/16/1973,,73,64,2.34,0,0
4/17/1973,,70,64,2.52,0,0
4/18/1973,,78,63,0,0,0
4/19/1973,,81,73,0.11,0,0
4/20/1973,,79,72,0,0,0
4/21/1973,,82,72,0,0,0
4/22/1973,,82,70,0,0,0
4/23/1973,,81,69,0,0,0
4/24/1973,,81,72,0.07,0,0
4/25/1973,,87,73,0,0,0
4/26/1973,,80,60,0.25,0,0
4/27/1973,,71,53,0,0,0
4/28/1973,,75,49,0,0,0
4/29/1973,,77,54,0,0,0
4/30/1973,,79,61,0,0,0
5/1/1973,,79,68,0,0,0
5/2/1973,,83,71,1.01,0,0
5/3/1973,,75,57,0.48,0,0
5/4/1973,,77,52,0,0,0
5/5/1973,,79,54,0,0,0
5/6/1973,,77,65,0.02,0,0
5/7/1973,,78,65,1.97,0,0
5/8/1973,,85,65,0,0,0
5/9/1973,,86,61,0,0,0
5/10/1973,,86,64,0,0,0
5/11/1973,,87,68,0,0,0
5/12/1973,,84,66,0.58,0,0
5/13/1973,,79,59,0,0,0
5/14/1973,,78,53,0,0,0
5/15/1973,,78,58,0,0,0
5/16/1973,,78,52,0,0,0
5/17/1973,,83,59,0.02,0,0
5/18/1973,,84,65,0,0,0
5/19/1973,,84,64,0,0,0
5/20/1973,,85,67,0,0,0
5/21/1973,,86,65,0,0,0
5/22/1973,,88,69,0,0,0
5/23/1973,,87,71,0,0,0
5/24/1973,,88,75,0,0,0
5/25/1973,,89,72,0,0,0
5/26/1973,,91,74,0,0,0
5/27/1973,,88,75,0,0,0
5/28/1973,,87,68,0,0,0
5/29/1973,,86,62,0,0,0
5/30/1973,,89,60,0,0,0
5/31/1973,,84,66,1.93,0,0
6/1/1973,,89,73,0,0,0
6/2/1973,,89,75,0,0,0
6/3/1973,,89,73,0,0,0
6/4/1973,,89,73,0,0,0
6/5/1973,,90,70,0.27,0,0
6/6/1973,,84,68,0,0,0
6/7/1973,,86,68,0,0,0
6/8/1973,,81,68,0.4,0,0
6/9/1973,,86,68,1.13,0,0
6/10/1973,,84,71,0.31,0,0
6/11/1973,,83,72,0.29,0,0
6/12/1973,,88,73,0.06,0,0
6/13/1973,,88,74,0,0,0
6/14/1973,,88,75,0,0,0
6/15/1973,,89,74,0.12,0,0
6/16/1973,,91,72,0.2,0,0
6/17/1973,,92,72,0,0,0
6/18/1973,,91,75,0,0,0
6/19/1973,,91,73,0.16,0,0
6/20/1973,,91,73,0.05,0,0
6/21/1973,,89,68,0,0,0
6/22/1973,,87,72,0,0,0
6/23/1973,,88,70,0,0,0
6/24/1973,,91,71,0,0,0
6/25/1973,,91,74,0,0,0
6/26/1973,,94,73,0,0,0
6/27/1973,,94,74,0,0,0
6/28/1973,,93,75,0,0,0
6/29/1973,,93,75,0,0,0
6/30/1973,,93,71,0,0,0
7/1/1973,,93,73,0,0,0
7/2/1973,,93,75,0.14,0,0
7/3/1973,,94,74,0,0,0
7/4/1973,,93,74,0.12,0,0
7/5/1973,,92,72,0.8,0,0
7/6/1973,,85,74,0.13,0,0
7/7/1973,,86,73,1.06,0,0
7/8/1973,,92,72,0,0,0
7/9/1973,,93,71,0,0,0
7/10/1973,,92,74,0,0,0
7/11/1973,,92,77,0,0,0
7/12/1973,,92,73,0,0,0
7/13/1973,,93,70,0,0,0
7/14/1973,,92,73,0,0,0
7/15/1973,,95,73,0,0,0
7/16/1973,,95,74,0,0,0
7/17/1973,,95,76,0,0,0
7/18/1973,,94,76,0,0,0
7/19/1973,,95,78,0,0,0
7/20/1973,,95,78,1.89,0,0
7/21/1973,,92,76,0.02,0,0
7/22/1973,,92,74,0.03,0,0
7/23/1973,,94,76,0.12,0,0
7/24/1973,,91,78,0,0,0
7/25/1973,,85,78,0,0,0
7/26/1973,,85,76,0.02,0,0
7/27/1973,,90,73,0,0,0
7/28/1973,,90,76,0,0,0
7/29/1973,,91,77,0.29,0,0
7/30/1973,,94,77,0,0,0
7/31/1973,,93,76,0.28,0,0
8/1/1973,,85,74,1.07,0,0
8/2/1973,,87,72,0.07,0,0
8/3/1973,,91,69,0,0,0
8/4/1973,,89,68,0,0,0
8/5/1973,,88,70,0,0,0
8/6/1973,,86,74,0,0,0
8/7/1973,,89,73,0.14,0,0
8/8/1973,,87,72,0,0,0
8/9/1973,,91,71,0.6,0,0
8/10/1973,,91,71,0,0,0
8/11/1973,,90,74,0,0,0
8/12/1973,,88,73,0.2,0,0
8/13/1973,,88,73,0.4,0,0
8/14/1973,,86,74,0.05,0,0
8/15/1973,,86,74,0.05,0,0
8/16/1973,,85,72,0.55,0,0
8/17/1973,,84,73,0.18,0,0
8/18/1973,,91,72,0,0,0
8/19/1973,,90,73,0,0,0
8/20/1973,,89,73,0,0,0
8/21/1973,,93,74,0,0,0
8/22/1973,,87,66,0,0,0
8/23/1973,,89,65,0,0,0
8/24/1973,,90,69,0,0,0
8/25/1973,,90,71,0,0,0
8/26/1973,,90,70,0.07,0,0
8/27/1973,,86,69,0.25,0,0
8/28/1973,,89,71,0.71,0,0
8/29/1973,,88,72,0,0,0
8/30/1973,,89,72,0,0,0
8/31/1973,,91,72,0,0,0
9/1/1973,,90,72,0,0,0
9/2/1973,,89,75,0.09,0,0
9/3/1973,,84,75,0.41,0,0
9/4/1973,,77,75,2.51,0,0
9/5/1973,,78,75,4.41,0,0
9/6/1973,,87,76,0.1,0,0
9/7/1973,,87,76,1.21,0,0
9/8/1973,,90,76,0,0,0
9/9/1973,,90,76,0.19,0,0
9/10/1973,,85,78,0.29,0,0
9/11/1973,,89,76,0,0,0
9/12/1973,,80,76,1.96,0,0
9/13/1973,,89,75,0.69,0,0
9/14/1973,,88,75,0.14,0,0
9/15/1973,,89,73,0,0,0
9/16/1973,,87,70,0,0,0
9/17/1973,,86,69,0,0,0
9/18/1973,,79,65,0,0,0
9/19/1973,,81,59,0,0,0
9/20/1973,,86,64,0,0,0
9/21/1973,,88,67,0,0,0
9/22/1973,,88,65,0,0,0
9/23/1973,,88,71,1.15,0,0
9/24/1973,,89,73,0,0,0
9/25/1973,,90,72,0,0,0
9/26/1973,,89,70,0,0,0
9/27/1973,,86,73,1.02,0,0
9/28/1973,,85,72,1.12,0,0
9/29/1973,,87,73,0.56,0,0
9/30/1973,,87,72,0.3,0,0
10/1/1973,,89,70,0.15,0,0
10/2/1973,,88,70,0,0,0
10/3/1973,,89,70,0,0,0
10/4/1973,,88,72,0,0,0
10/5/1973,,89,71,0,0,0
10/6/1973,,88,71,0,0,0
10/7/1973,,87,69,0,0,0
10/8/1973,,88,69,0,0,0
10/9/1973,,89,73,0,0,0
10/10/1973,,88,72,0,0,0
10/11/1973,,85,73,0.71,0,0
10/12/1973,,86,73,0.13,0,0
10/13/1973,,85,73,0.57,0,0
10/14/1973,,78,71,0.64,0,0
10/15/1973,,83,69,0,0,0
10/16/1973,,81,65,0.1,0,0
10/17/1973,,76,56,0,0,0
10/18/1973,,79,51,0,0,0
10/19/1973,,80,51,0,0,0
10/20/1973,,81,52,0,0,0
10/21/1973,,81,56,0,0,0
10/22/1973,,85,59,0,0,0
10/23/1973,,84,58,0,0,0
10/24/1973,,83,57,0,0,0
10/25/1973,,82,56,0,0,0
10/26/1973,,82,58,0,0,0
10/27/1973,,81,57,0,0,0
10/28/1973,,76,56,0,0,0
10/29/1973,,68,47,0,0,0
10/30/1973,,74,42,0,0,0
10/31/1973,,69,51,0.44,0,0
11/1/1973,,73,46,0,0,0
11/2/1973,,82,57,0,0,0
11/3/1973,,85,59,0,0,0
11/4/1973,,83,70,0.12,0,0
11/5/1973,,76,55,2.62,0,0
11/6/1973,,64,52,0,0,0
11/7/1973,,80,58,0,0,0
11/8/1973,,80,69,0,0,0
11/9/1973,,75,57,0,0,0
11/10/1973,,65,45,0,0,0
11/11/1973,,68,40,0,0,0
11/12/1973,,73,47,0,0,0
11/13/1973,,80,53,0,0,0
11/14/1973,,81,61,0,0,0
11/15/1973,,84,61,0,0,0
11/16/1973,,72,50,0,0,0
11/17/1973,,72,47,0,0,0
11/18/1973,,79,50,0,0,0
11/19/1973,,79,60,0.39,0,0
11/20/1973,,82,59,0.9,0,0
11/21/1973,,72,50,0,0,0
11/22/1973,,83,59,0,0,0
11/23/1973,,84,72,0.25,0,0
11/24/1973,,82,72,0,0,0
11/25/1973,,83,65,0.11,0,0
11/26/1973,,82,75,0.02,0,0
11/27/1973,,81,57,0.13,0,0
11/28/1973,,62,44,0,0,0
11/29/1973,,66,40,0,0,0
11/30/1973,,70,40,0,0,0
12/1/1973,,72,43,0,0,0
12/2/1973,,75,42,0,0,0
12/3/1973,,79,65,0.03,0,0
12/4/1973,,73,49,1.01,0,0
12/5/1973,,59,42,0,0,0
12/6/1973,,63,37,0,0,0
12/7/1973,,53,36,0,0,0
12/8/1973,,50,30,0,0,0
12/9/1973,,57,28,0,0,0
12/10/1973,,53,33,0,0,0
12/11/1973,,60,29,0,0,0
12/12/1973,,77,50,0,0,0
12/13/1973,,76,50,0,0,0
12/14/1973,,69,48,0,0,0
12/15/1973,,66,42,0.04,0,0
12/16/1973,,51,32,0,0,0
12/17/1973,,52,27,0,0,0
12/18/1973,,68,36,0,0,0
12/19/1973,,68,37,0.87,0,0
12/20/1973,,37,31,0.02,0,0
12/21/1973,,49,26,0,0,0
12/22/1973,,66,33,0,0,0
12/23/1973,,70,58,0.15,0,0
12/24/1973,,70,62,1.2,0,0
12/25/1973,,64,53,0.34,0,0
12/26/1973,,61,43,0.39,0,0
12/27/1973,,61,40,0,0,0
12/28/1973,,69,40,0,0,0
12/29/1973,,76,63,0,0,0
12/30/1973,,77,62,0,0,0
12/31/1973,,77,43,0,0,0
1/1/1974,,43,37,0.03,0,0
1/2/1974,,51,39,0.36,0,0
1/3/1974,,51,36,1.76,0,0
1/4/1974,,41,33,0.03,0,0
1/5/1974,,54,38,0,0,0
1/6/1974,,68,54,0.88,0,0
1/7/1974,,62,48,0,0,0
1/8/1974,,76,55,0,0,0
1/9/1974,,80,68,0,0,0
1/10/1974,,78,69,0,0,0
1/11/1974,,71,45,0.21,0,0
1/12/1974,,50,39,0,0,0
1/13/1974,,64,44,0,0,0
1/14/1974,,77,57,0.13,0,0
1/15/1974,,75,64,0,0,0
1/16/1974,,76,64,0,0,0
1/17/1974,,78,66,0,0,0
1/18/1974,,78,68,0.07,0,0
1/19/1974,,76,61,3.03,0,0
1/20/1974,,70,52,0,0,0
1/21/1974,,76,48,0,0,0
1/22/1974,,77,57,0,0,0
1/23/1974,,72,55,0.7,0,0
1/24/1974,,59,52,1.6,0,0
1/25/1974,,60,50,0.18,0,0
1/26/1974,,69,57,1.16,0,0
1/27/1974,,75,61,0.03,0,0
1/28/1974,,73,59,0.27,0,0
1/29/1974,,71,52,0,0,0
1/30/1974,,73,47,0,0,0
1/31/1974,,74,50,0,0,0
2/1/1974,,80,62,0.05,0,0
2/2/1974,,78,64,0.34,0,0
2/3/1974,,70,44,0,0,0
2/4/1974,,64,39,0,0,0
2/5/1974,,70,43,0,0,0
2/6/1974,,79,63,3.18,0,0
2/7/1974,,64,43,0.12,0,0
2/8/1974,,47,36,0,0,0
2/9/1974,,60,30,0,0,0
2/10/1974,,61,34,0,0,0
2/11/1974,,69,39,0,0,0
2/12/1974,,73,41,0,0,0
2/13/1974,,77,53,0,0,0
2/14/1974,,77,61,0.03,0,0
2/15/1974,,73,56,0.58,0,0
2/16/1974,,60,51,0,0,0
2/17/1974,,66,40,0,0,0
2/18/1974,,70,50,0.15,0,0
2/19/1974,,68,46,0,0,0
2/20/1974,,72,44,0,0,0
2/21/1974,,74,48,0.22,0,0
2/22/1974,,60,42,0,0,0
2/23/1974,,63,38,0,0,0
2/24/1974,,60,40,0,0,0
2/25/1974,,50,32,0,0,0
2/26/1974,,57,29,0,0,0
2/27/1974,,66,36,0,0,0
2/28/1974,,69,52,0,0,0
3/1/1974,,76,50,0,0,0
3/2/1974,,78,62,0,0,0
3/3/1974,,78,61,0,0,0
3/4/1974,,79,63,0,0,0
3/5/1974,,81,66,0,0,0
3/6/1974,,82,68,0,0,0
3/7/1974,,83,67,0,0,0
3/8/1974,,83,65,0,0,0
3/9/1974,,80,68,0,0,0
3/10/1974,,79,70,0.21,0,0
3/11/1974,,83,68,0,0,0
3/12/1974,,84,64,0,0,0
3/13/1974,,73,50,0,0,0
3/14/1974,,74,43,0,0,0
3/15/1974,,74,54,0.39,0,0
3/16/1974,,75,56,0,0,0
3/17/1974,,76,49,0,0,0
3/18/1974,,80,54,0.05,0,0
3/19/1974,,81,71,0,0,0
3/20/1974,,83,69,0.04,0,0
3/21/1974,,71,43,0.08,0,0
3/22/1974,,66,40,0,0,0
3/23/1974,,78,54,0,0,0
3/24/1974,,67,43,0.23,0,0
3/25/1974,,56,43,0.77,0,0
3/26/1974,,64,54,0.92,0,0
3/27/1974,,74,61,0.37,0,0
3/28/1974,,79,65,0,0,0
3/29/1974,,82,68,0,0,0
3/30/1974,,83,50,0,0,0
3/31/1974,,85,58,0,0,0
4/1/1974,,81,68,2.25,0,0
4/2/1974,,84,65,0.25,0,0
4/3/1974,,81,75,0.04,0,0
4/4/1974,,76,50,0,0,0
4/5/1974,,68,47,0,0,0
4/6/1974,,74,47,0,0,0
4/7/1974,,77,51,0.11,0,0
4/8/1974,,76,59,0,0,0
4/9/1974,,71,49,0,0,0
4/10/1974,,76,49,0,0,0
4/11/1974,,77,65,0,0,0
4/12/1974,,77,65,2.13,0,0
4/13/1974,,80,66,0.21,0,0
4/14/1974,,78,65,1.49,0,0
4/15/1974,,66,57,0.51,0,0
4/16/1974,,76,51,0,0,0
4/17/1974,,75,53,0,0,0
4/18/1974,,78,48,0,0,0
4/19/1974,,81,54,0,0,0
4/20/1974,,82,59,0,0,0
4/21/1974,,82,69,0,0,0
4/22/1974,,82,63,0.07,0,0
4/23/1974,,79,64,0,0,0
4/24/1974,,82,55,0,0,0
4/25/1974,,77,50,0,0,0
4/26/1974,,79,51,0,0,0
4/27/1974,,83,58,0,0,0
4/28/1974,,84,61,0,0,0
4/29/1974,,84,62,0,0,0
4/30/1974,,85,64,0,0,0
5/1/1974,,83,66,0,0,0
5/2/1974,,86,70,0,0,0
5/3/1974,,85,68,0,0,0
5/4/1974,,86,65,0,0,0
5/5/1974,,80,64,0.27,0,0
5/6/1974,,80,62,0,0,0
5/7/1974,,82,56,0,0,0
5/8/1974,,86,63,0,0,0
5/9/1974,,88,63,0,0,0
5/10/1974,,81,69,0.38,0,0
5/11/1974,,84,70,0.08,0,0
5/12/1974,,90,66,0,0,0
5/13/1974,,91,63,0,0,0
5/14/1974,,85,68,0,0,0
5/15/1974,,84,74,0,0,0
5/16/1974,,89,73,0,0,0
5/17/1974,,90,73,0,0,0
5/18/1974,,91,71,0.15,0,0
5/19/1974,,88,70,0.02,0,0
5/20/1974,,81,70,0.04,0,0
5/21/1974,,80,73,0.1,0,0
5/22/1974,,88,71,0.02,0,0
5/23/1974,,87,67,0,0,0
5/24/1974,,91,66,0,0,0
5/25/1974,,91,72,0,0,0
5/26/1974,,81,67,0.72,0,0
5/27/1974,,84,67,0,0,0
5/28/1974,,89,69,0,0,0
5/29/1974,,91,72,0,0,0
5/30/1974,,89,73,0,0,0
5/31/1974,,82,75,0.42,0,0
6/1/1974,,87,71,0.22,0,0
6/2/1974,,87,69,0,0,0
6/3/1974,,89,66,0,0,0
6/4/1974,,91,68,0,0,0
6/5/1974,,90,73,0.03,0,0
6/6/1974,,89,76,0,0,0
6/7/1974,,89,79,0,0,0
6/8/1974,,90,79,0,0,0
6/9/1974,,93,76,0,0,0
6/10/1974,,89,72,0,0,0
6/11/1974,,92,69,0,0,0
6/12/1974,,93,68,0,0,0
6/13/1974,,92,72,0,0,0
6/14/1974,,90,71,0,0,0
6/15/1974,,93,68,0,0,0
6/16/1974,,95,71,0.19,0,0
6/17/1974,,94,71,0.64,0,0
6/18/1974,,90,70,0,0,0
6/19/1974,,91,74,0,0,0
6/20/1974,,92,71,0.07,0,0
6/21/1974,,91,72,0,0,0
6/22/1974,,93,72,1.05,0,0
6/23/1974,,92,73,0.94,0,0
6/24/1974,,80,64,0,0,0
6/25/1974,,80,61,0,0,0
6/26/1974,,83,61,0,0,0
6/27/1974,,85,61,0,0,0
6/28/1974,,86,62,0,0,0
6/29/1974,,88,64,0,0,0
6/30/1974,,89,64,0,0,0
7/1/1974,,89,69,0,0,0
7/2/1974,,92,72,0,0,0
7/3/1974,,94,72,1.32,0,0
7/4/1974,,93,70,0,0,0
7/5/1974,,90,72,0.26,0,0
7/6/1974,,78,69,1.16,0,0
7/7/1974,,87,69,0.73,0,0
7/8/1974,,85,68,0.04,0,0
7/9/1974,,92,70,0,0,0
7/10/1974,,91,73,0,0,0
7/11/1974,,92,72,0,0,0
7/12/1974,,93,75,0,0,0
7/13/1974,,95,75,0.43,0,0
7/14/1974,,92,74,0,0,0
7/15/1974,,91,75,0,0,0
7/16/1974,,92,72,0,0,0
7/17/1974,,92,73,0.51,0,0
7/18/1974,,91,71,0,0,0
7/19/1974,,92,74,0,0,0
7/20/1974,,93,73,0,0,0
7/21/1974,,91,76,0.31,0,0
7/22/1974,,95,74,0,0,0
7/23/1974,,93,75,0.42,0,0
7/24/1974,,87,73,0,0,0
7/25/1974,,91,72,0,0,0
7/26/1974,,90,76,0.08,0,0
7/27/1974,,93,72,2.02,0,0
7/28/1974,,92,74,0,0,0
7/29/1974,,93,78,0,0,0
7/30/1974,,94,71,0.11,0,0
7/31/1974,,89,70,0.07,0,0
8/1/1974,,90,72,0.05,0,0
8/2/1974,,87,70,0.03,0,0
8/3/1974,,91,72,0.85,0,0
8/4/1974,,89,73,0,0,0
8/5/1974,,89,67,0,0,0
8/6/1974,,85,68,0.02,0,0
8/7/1974,,82,73,1.07,0,0
8/8/1974,,91,73,0,0,0
8/9/1974,,92,76,0,0,0
8/10/1974,,91,75,0,0,0
8/11/1974,,93,73,0,0,0
8/12/1974,,89,74,0.34,0,0
8/13/1974,,87,74,0.96,0,0
8/14/1974,,90,73,0.08,0,0
8/15/1974,,92,74,0,0,0
8/16/1974,,93,75,0.38,0,0
8/17/1974,,94,76,0,0,0
8/18/1974,,94,72,0,0,0
8/19/1974,,93,71,0,0,0
8/20/1974,,94,75,0,0,0
8/21/1974,,93,74,0,0,0
8/22/1974,,93,73,0,0,0
8/23/1974,,93,75,0,0,0
8/24/1974,,92,75,0,0,0
8/25/1974,,83,75,0.06,0,0
8/26/1974,,83,75,2.03,0,0
8/27/1974,,91,73,0.2,0,0
8/28/1974,,84,75,0.55,0,0
8/29/1974,,89,74,1.12,0,0
8/30/1974,,91,73,1.4,0,0
8/31/1974,,89,73,0.23,0,0
9/1/1974,,92,74,0,0,0
9/2/1974,,92,73,0.5,0,0
9/3/1974,,81,64,0.05,0,0
9/4/1974,,77,59,0,0,0
9/5/1974,,78,59,0,0,0
9/6/1974,,80,65,0,0,0
9/7/1974,,74,69,0.79,0,0
9/8/1974,,77,71,2.46,0,0
9/9/1974,,86,73,0.27,0,0
9/10/1974,,89,74,0,0,0
9/11/1974,,89,75,0,0,0
9/12/1974,,88,76,0,0,0
9/13/1974,,91,74,0,0,0
9/14/1974,,84,73,0,0,0
9/15/1974,,85,71,0,0,0
9/16/1974,,89,70,0,0,0
9/17/1974,,90,72,0,0,0
9/18/1974,,89,72,0,0,0
9/19/1974,,89,68,0,0,0
9/20/1974,,90,70,0,0,0
9/21/1974,,91,72,0,0,0
9/22/1974,,82,63,0,0,0
9/23/1974,,80,57,0,0,0
9/24/1974,,87,61,0,0,0
9/25/1974,,89,71,0.54,0,0
9/26/1974,,79,67,0.02,0,0
9/27/1974,,84,63,0,0,0
9/28/1974,,90,71,0,0,0
9/29/1974,,80,58,0,0,0
9/30/1974,,80,53,0,0,0
10/1/1974,,84,55,0,0,0
10/2/1974,,82,57,0,0,0
10/3/1974,,77,52,0,0,0
10/4/1974,,80,49,0,0,0
10/5/1974,,82,56,0,0,0
10/6/1974,,83,55,0,0,0
10/7/1974,,83,51,0,0,0
10/8/1974,,82,60,0,0,0
10/9/1974,,82,59,0,0,0
10/10/1974,,83,54,0,0,0
10/11/1974,,86,55,0,0,0
10/12/1974,,86,63,0,0,0
10/13/1974,,84,60,0,0,0
10/14/1974,,86,64,0,0,0
10/15/1974,,72,50,0,0,0
10/16/1974,,71,45,0,0,0
10/17/1974,,77,44,0,0,0
10/18/1974,,85,52,0,0,0
10/19/1974,,87,54,0,0,0
10/20/1974,,79,55,0,0,0
10/21/1974,,78,52,0,0,0
10/22/1974,,78,61,0,0,0
10/23/1974,,80,57,0,0,0
10/24/1974,,79,53,0,0,0
10/25/1974,,76,55,0,0,0
10/26/1974,,80,53,0,0,0
10/27/1974,,81,58,0,0,0
10/28/1974,,79,62,0.25,0,0
10/29/1974,,86,71,0.9,0,0
10/30/1974,,87,72,0,0,0
10/31/1974,,83,69,0,0,0
11/1/1974,,84,70,0,0,0
11/2/1974,,85,68,0,0,0
11/3/1974,,83,65,0,0,0
11/4/1974,,80,61,0.32,0,0
11/5/1974,,65,53,0,0,0
11/6/1974,,67,54,0.02,0,0
11/7/1974,,61,51,0.06,0,0
11/8/1974,,55,50,1.08,0,0
11/9/1974,,69,54,0,0,0
11/10/1974,,77,64,1.17,0,0
11/11/1974,,69,51,0,0,0
11/12/1974,,65,42,0,0,0
11/13/1974,,67,38,0,0,0
11/14/1974,,64,40,0,0,0
11/15/1974,,60,36,0,0,0
11/16/1974,,68,48,0,0,0
11/17/1974,,75,61,1.24,0,0
11/18/1974,,81,61,0,0,0
11/19/1974,,83,70,0,0,0
11/20/1974,,71,48,0.56,0,0
11/21/1974,,73,45,0,0,0
11/22/1974,,74,45,0,0,0
11/23/1974,,78,56,0,0,0
11/24/1974,,78,51,0.16,0,0
11/25/1974,,59,40,0.02,0,0
11/26/1974,,64,36,0,0,0
11/27/1974,,67,35,0,0,0
11/28/1974,,66,40,0,0,0
11/29/1974,,71,47,0.53,0,0
11/30/1974,,52,35,0.12,0,0
12/1/1974,,49,32,0,0,0
12/2/1974,,55,34,0,0,0
12/3/1974,,59,33,0,0,0
12/4/1974,,61,33,0,0,0
12/5/1974,,68,34,0,0,0
12/6/1974,,67,52,1.9,0,0
12/7/1974,,64,47,0,0,0
12/8/1974,,57,43,0,0,0
12/9/1974,,52,35,0,0,0
12/10/1974,,54,35,0.02,0,0
12/11/1974,,64,50,0.79,0,0
12/12/1974,,60,43,0,0,0
12/13/1974,,69,40,0,0,0
12/14/1974,,74,45,0,0,0
12/15/1974,,62,51,1.31,0,0
12/16/1974,,61,37,0,0,0
12/17/1974,,59,35,0,0,0
12/18/1974,,65,37,0.09,0,0
12/19/1974,,66,53,0.14,0,0
12/20/1974,,65,46,0.32,0,0
12/21/1974,,65,38,0,0,0
12/22/1974,,73,44,0,0,0
12/23/1974,,75,59,0.02,0,0
12/24/1974,,77,69,0,0,0
12/25/1974,,69,45,1.27,0,0
12/26/1974,,63,48,0.06,0,0
12/27/1974,,72,63,0,0,0
12/28/1974,,77,61,0.03,0,0
12/29/1974,,79,67,0,0,0
12/30/1974,,79,66,0,0,0
12/31/1974,,81,67,0,0,0
1/1/1975,,68,53,0.17,0,0
1/2/1975,,69,53,0,0,0
1/3/1975,,66,48,0.2,0,0
1/4/1975,,56,37,0,0,0
1/5/1975,,60,34,0,0,0
1/6/1975,,69,42,0,0,0
1/7/1975,,65,55,3.09,0,0
1/8/1975,,77,56,0.14,0,0
1/9/1975,,76,55,0.04,0,0
1/10/1975,,73,50,1.68,0,0
1/11/1975,,67,43,0,0,0
1/12/1975,,55,34,0.59,0,0
1/13/1975,,40,26,0,0,0
1/14/1975,,54,28,0,0,0
1/15/1975,,66,37,0,0,0
1/16/1975,,72,49,0,0,0
1/17/1975,,72,53,0,0,0
1/18/1975,,70,52,0.8,0,0
1/19/1975,,76,46,0,0,0
1/20/1975,,51,38,0,0,0
1/21/1975,,60,36,0,0,0
1/22/1975,,60,54,0,0,0
1/23/1975,,64,48,0,0,0
1/24/1975,,66,46,0.21,0,0
1/25/1975,,73,49,0,0,0
1/26/1975,,78,47,0,0,0
1/27/1975,,78,64,0,0,0
1/28/1975,,80,66,0,0,0
1/29/1975,,79,66,0,0,0
1/30/1975,,81,65,0,0,0
1/31/1975,,81,68,0,0,0
2/1/1975,,82,69,0,0,0
2/2/1975,,77,64,0,0,0
2/3/1975,,64,57,0,0,0
2/4/1975,,70,55,0.14,0,0
2/5/1975,,72,54,0,0,0
2/6/1975,,54,35,0,0,0
2/7/1975,,51,29,0,0,0
2/8/1975,,65,36,0,0,0
2/9/1975,,60,36,0.43,0,0
2/10/1975,,64,36,0,0,0
2/11/1975,,78,58,0.56,0,0
2/12/1975,,68,44,0,0,0
2/13/1975,,65,39,0,0,0
2/14/1975,,68,40,0,0,0
2/15/1975,,79,54,0,0,0
2/16/1975,,77,58,0.2,0,0
2/17/1975,,72,45,0,0,0
2/18/1975,,79,56,0,0,0
2/19/1975,,56,47,0,0,0
